Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
2020,CA,California,San Bernardino,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,58.4,,,55.9,61.0,2194710,06071,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-116.1815707 34.8566615)
2021,CA,California,Merced,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,21.4,,,17.9,25.1,286461,06047,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-120.7228019 37.1948063)
2021,CA,California,Riverside,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,27.9,,,24.4,31.5,2458395,06065,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-116.0022389 33.7298275)
2021,CA,California,San Francisco,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,85.8,,,83.2,88.2,815201,06075,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-123.0322294 37.7272391)
2021,CA,California,Mariposa,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,40.2,,,34.7,45.4,17147,06043,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-119.9117215 37.5743432)
2021,CA,California,Stanislaus,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,20.4,,,16.9,24.4,552999,06099,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-121.0028311 37.5623162)
2020,CA,California,San Mateo,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,39.3,,,33.5,45.4,737888,06081,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-122.3715457 37.4146725)
2021,CA,California,Colusa,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.6,,,5.0,6.2,21917,06011,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-122.2375629 39.1777385)
2021,CA,California,Sutter,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,18.4,,,15.1,22.2,99063,06101,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-121.7039397 39.0361898)
2021,CA,California,Sierra,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,10,,,9.0,11.1,3283,06091,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-120.5219926 39.5769252)
2021,CA,California,Monterey,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,20.1,,,17.0,23.4,437325,06053,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-121.3155781 36.2401044)
2020,CA,California,Alpine,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,84.6,,,82.7,86.3,1235,06003,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-119.7983522 38.6217831)
2021,CA,California,Sonoma,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,17.6,,,14.1,21.6,485887,06097,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-122.9261095 38.5251824)
2021,CA,California,Riverside,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,3,,,2.7,3.3,2458395,06065,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-116.0022389 33.7298275)
2021,CA,California,Trinity,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,16.9,,,13.6,20.6,16060,06105,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-123.114666 40.6478582)
2021,CA,California,Mariposa,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,6.2,,,5.1,7.5,17147,06043,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-119.9117215 37.5743432)
2021,CA,California,Merced,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,15.5,,,13.4,18.0,286461,06047,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-120.7228019 37.1948063)
2021,CA,California,Siskiyou,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,5.7,,,5.0,6.5,44118,06093,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-122.5332868 41.5879861)
2021,CA,California,Plumas,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,4,,,3.6,4.4,19915,06063,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-120.8243709 39.9922953)
2021,CA,California,Butte,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,17.7,,,15.2,20.3,208309,06007,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-121.6032086 39.6653362)
2021,CA,California,Merced,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,16.9,,,14.4,19.7,286461,06047,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-120.7228019 37.1948063)
2021,CA,California,Glenn,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,26,,,21.5,30.8,28805,06021,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-122.4016998 39.6025462)
2020,CA,California,Amador,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,33.2,,,26.3,40.8,41259,06005,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-120.653858 38.4435493)
2020,CA,California,Tulare,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,52.5,,,48.8,56.1,477054,06107,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-118.7810551 36.2288339)
2020,CA,California,Sacramento,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,62.4,,,60.0,64.8,1588921,06067,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-121.3443291 38.4501363)
2021,CA,California,Placer,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,2.5,,,2.1,2.9,412300,06061,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-120.7227181 39.0620323)
2021,CA,California,San Joaquin,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,13.1,,,10.6,15.7,789410,06077,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-121.272244 37.9349815)
2021,CA,California,San Bernardino,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,17.3,,,14.7,20.3,2194710,06071,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-116.1815707 34.8566615)
2020,CA,California,Inyo,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,83.6,,,81.6,85.4,18970,06027,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-117.4042092 36.5621604)
2021,CA,California,Modoc,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,14.3,,,12.2,16.7,8661,06049,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-120.7183704 41.5929185)
2021,CA,California,Solano,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,20.6,,,16.7,24.8,451716,06095,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-121.939594 38.2672255)
2020,CA,California,San Diego,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.6,,,33.5,35.8,3286069,06073,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-116.7761174 33.0236041)
2021,CA,California,Lassen,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,19.4,,,16.7,22.5,33159,06035,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-120.6212225 40.7152866)
2021,CA,California,San Mateo,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,4.7,,,4.0,5.4,737888,06081,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-122.3715457 37.4146725)
2021,CA,California,Trinity,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,67.8,,,61.7,73.6,16060,06105,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-123.114666 40.6478582)
2020,CA,California,Alameda,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,71.6,,,68.7,74.2,1648556,06001,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-121.912488 37.6471385)
2021,CA,California,Napa,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,8.9,,,7.5,10.4,136207,06055,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-122.3259045 38.5070999)
2020,CA,California,Imperial,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,27.2,,,21.3,33.3,179851,06025,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-115.3554001 33.0408143)
2021,CA,California,El Dorado,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,9.7,,,8.0,11.6,193221,06017,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-120.5342245 38.7856116)
2021,CA,California,San Joaquin,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,33.1,,,28.7,37.7,789410,06077,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-121.272244 37.9349815)
2021,CA,California,Tehama,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,81.7,,,78.2,84.9,65498,06103,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-122.2322737 40.1261573)
2021,CA,California,Riverside,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,61.4,,,56.9,65.8,2458395,06065,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-116.0022389 33.7298275)
2020,CA,California,Monterey,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,80,,,77.7,82.2,437325,06053,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-121.3155781 36.2401044)
2020,CA,California,Del Norte,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,60.7,,,57.6,63.8,28100,06015,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-123.9809983 41.7499033)
2021,CA,California,Sutter,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,18.1,,,14.8,21.7,99063,06101,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-121.7039397 39.0361898)
2021,CA,California,Modoc,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,22.2,,,17.9,26.9,8661,06049,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-120.7183704 41.5929185)
2021,CA,California,Plumas,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,7.6,,,6.4,8.8,19915,06063,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-120.8243709 39.9922953)
2020,CA,California,Orange,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,81.8,,,79.8,83.6,3167809,06059,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-117.7772068 33.6756872)
2021,CA,California,Siskiyou,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,4.3,,,3.7,4.9,44118,06093,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-122.5332868 41.5879861)
2021,CA,California,Lake,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,15.6,,,12.6,18.8,68766,06033,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-122.7467569 39.0948019)
2021,CA,California,Glenn,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,4.7,,,4.1,5.3,28805,06021,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-122.4016998 39.6025462)
2021,CA,California,Del Norte,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,54.4,,,49.2,59.8,28100,06015,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-123.9809983 41.7499033)
2021,CA,California,Kern,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,5.2,,,4.5,6.0,917673,06029,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-118.7295064 35.3466288)
2021,CA,California,Imperial,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,35.7,,,31.0,40.1,179851,06025,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-115.3554001 33.0408143)
2021,CA,California,Mono,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,,,5.5,6.8,13247,06051,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-118.8751668 37.9158363)
2021,CA,California,Amador,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,5.8,,,4.8,7.0,41259,06005,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-120.653858 38.4435493)
2021,CA,California,Nevada,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,21.2,,,17.3,25.5,103487,06057,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-120.7713429 39.2975082)
2021,CA,California,Los Angeles,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,12.9,,,9.9,16.4,9829544,06037,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-118.2618616 34.1963983)
2021,CA,California,Mendocino,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,10.3,,,9.0,11.8,91305,06045,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-123.4428811 39.4323876)
2021,CA,California,Solano,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,63.3,,,57.6,68.7,451716,06095,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-121.939594 38.2672255)
2021,CA,California,Alameda,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,2.6,,,2.3,3.0,1648556,06001,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-121.912488 37.6471385)
2021,CA,California,Kern,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,69.7,,,65.8,73.2,917673,06029,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-118.7295064 35.3466288)
2020,CA,California,San Mateo,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,28.9,,,27.8,30.1,737888,06081,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-122.3715457 37.4146725)
2020,CA,California,Lassen,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,38.1,,,30.0,46.3,33159,06035,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-120.6212225 40.7152866)
2020,CA,California,Shasta,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,62.9,,,59.7,65.8,182139,06089,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-122.0435558 40.7605142)
2021,CA,California,San Mateo,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,62.7,,,57.5,67.8,737888,06081,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-122.3715457 37.4146725)
2020,CA,California,Siskiyou,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,64.2,,,61.1,67.0,44118,06093,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-122.5332868 41.5879861)
2020,CA,California,San Benito,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,61.8,,,58.6,65.0,66677,06069,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-121.0858108 36.6116507)
2021,CA,California,Santa Clara,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,13.4,,,11.2,15.8,1885508,06085,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-121.6895401 37.2216142)
2021,CA,California,San Diego,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,20.7,,,18.2,23.4,3286069,06073,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-116.7761174 33.0236041)
2021,CA,California,Fresno,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,12.8,,,11.1,14.7,1013581,06019,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-119.6550193 36.7610058)
2021,CA,California,Shasta,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,15.6,,,12.8,18.9,182139,06089,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-122.0435558 40.7605142)
2020,CA,California,Humboldt,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,11.7,,,7.5,16.9,136310,06023,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-123.9261757 40.7066554)
2021,CA,California,San Benito,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.9,,,2.7,3.2,66677,06069,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-121.0858108 36.6116507)
2021,CA,California,Alpine,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,12.3,,,10.2,14.4,1235,06003,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-119.7983522 38.6217831)
2020,CA,California,Santa Barbara,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,58.1,,,55.2,60.8,446475,06083,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-120.0383645 34.5366774)
2021,CA,California,Colusa,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,22,,,18.9,25.4,21917,06011,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-122.2375629 39.1777385)
2021,CA,California,Modoc,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,8.9,,,7.5,10.3,8661,06049,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-120.7183704 41.5929185)
2021,CA,California,Mariposa,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,67.6,,,61.6,73.0,17147,06043,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-119.9117215 37.5743432)
2021,CA,California,Santa Cruz,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,53,,,48.1,57.8,267792,06087,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-122.0077889 37.0123466)
2020,CA,California,Amador,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,33.8,,,32.3,35.2,41259,06005,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-120.653858 38.4435493)
2021,CA,California,El Dorado,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.5,,,7.7,9.5,193221,06017,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-120.5342245 38.7856116)
2020,CA,California,Alameda,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,59.7,,,57.5,62.0,1648556,06001,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-121.912488 37.6471385)
